132 1.6663 0.4147 3.6087 0.1007
133 1.6582 0.4165 3.4615 0.0973
134 1.6562 0.4184 3.5603 0.093
135 1.6585 0.4175 3.5589 0.0999
136 1.66 0.4185 3.5645 0.09
137 1.6599 0.4168 3.4804 0.1037
138 1.6436 0.4203 3.651 0.1001
139 1.6605 0.4162 3.5299 0.0983
140 1.6653 0.4161 3.6347 0.0958
141 1.6568 0.4213 3.5817 0.0973
142 1.6491 0.42 3.743 0.0997
143 1.6557 0.4206 3.5664 0.088
144 1.6566 0.4223 3.6585 0.0947
145 1.658 0.4192 3.5387 0.0936
146 1.6473 0.4238 3.6151 0.0971
147 1.6464 0.4244 3.7958 0.0945
148 1.6536 0.4229 3.7015 0.095
149 1.6557 0.4201 3.6332 0.089
150 1.6509 0.4268 3.634 0.0969
151 1.6454 0.4245 3.6394 0.0895
152 1.6499 0.4236 3.6078 0.0937
153 1.6478 0.4242 3.7114 0.0932
154 1.6532 0.426 3.6176 0.0958
155 1.6514 0.4219 3.6405 0.0953
156 1.6563 0.422 3.5597 0.1
157 1.6496 0.4265 3.7133 0.1005
158 1.642 0.4271 3.6825 0.0937
159 1.6407 0.4281 3.6841 0.0915
160 1.6475 0.4249 3.7532 0.095
161 1.6491 0.4258 3.6756 0.0948
162 1.6509 0.4281 3.6337 0.0948
163 1.6545 0.4248 3.8005 0.0917
164 1.6477 0.4273 3.7166 0.0907
165 1.635 0.43 3.7513 0.0941
166 1.6326 0.4301 3.826 0.0991
167 1.6375 0.4344 3.7356 0.0924
168 1.6426 0.4291 3.7209 0.0904
169 1.6353 0.4318 3.788 0.0985
170 1.6401 0.4289 3.7245 0.0889
171 1.6405 0.4307 3.7765 0.0977
172 1.6377 0.4313 3.8517 0.0906
173 1.6374 0.4333 3.8186 0.0947
174 1.6467 0.4311 3.7687 0.099
175 1.6352 0.4302 3.7688 0.0945
176 1.6498 0.4325 3.7949 0.094
177 1.6386 0.433 3.833 0.0861
178 1.6285 0.4353 3.7866 0.0891
179 1.6321 0.4352 3.6191 0.1022
180 1.6292 0.4352 3.8525 0.0947
181 1.6465 0.4316 3.8811 0.0926
182 1.6465 0.4336 3.867 0.0956
183 1.634 0.4334 3.722 0.0962
184 1.6329 0.4351 3.8732 0.0975
185 1.6362 0.4352 3.7829 0.0974
186 1.6353 0.436 3.8641 0.0899
187 1.6276 0.437 3.7973 0.0947
188 1.6303 0.4335 3.7804 0.0963
189 1.628 0.4374 3.8775 0.098
190 1.6318 0.4382 3.9206 0.0898
191 1.636 0.4374 3.8581 0.0984
192 1.6288 0.4381 3.832 0.0875
193 1.6358 0.4356 4.0228 0.0915
194 1.6389 0.4371 3.8568 0.1032
195 1.6356 0.439 3.8529 0.0965
196 1.6313 0.437 3.7929 0.0954
197 1.6213 0.4416 3.9161 0.0912
198 1.642 0.436 3.8509 0.103
199 1.6297 0.4413 3.8361 0.0893
200 1.6163 0.4431 3.7946 0.0972
